Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-C,750000,2500000,160,Quorum,Full,44.84,50585.45,11.03,17.21
workload-C,750000,2750000,160,Quorum,Full,46.5,54070.32,10.76,16.05
workload-C,750000,3000000,160,Quorum,Full,42.61,58640.12,10.65,17.12
workload-C,750000,3250000,160,Quorum,Full,43.75,67981.05,10.77,16.53
workload-C,750000,3500000,160,Quorum,Full,43.94,73680.48,10.91,16.7
workload-C,750000,3750000,160,Quorum,Full,43.45,73143.31,10.73,16.72
workload-C,750000,4000000,160,Quorum,Full,46.15,77718.36,11.43,16.69
workload-C,750000,4250000,160,Quorum,Full,43.68,85741.13,11.68,16.66
workload-C,750000,4500000,160,Quorum,Full,44.06,88483.59,10.92,16.13
workload-C,750000,4750000,160,Quorum,Full,44.45,91862.57,11.01,16.5
workload-C,750000,5000000,160,Quorum,Full,46.38,98461.78,11.14,16.25
workload-C,750000,250000,320,Quorum,Full,23.14,10116.4,10.64,16.29
workload-C,750000,500000,320,Quorum,Full,21.86,19714.25,11.28,17.09
workload-C,750000,750000,320,Quorum,Full,23.02,30541.63,11.06,15.91
workload-C,750000,1000000,320,Quorum,Full,23.22,41608.32,11.21,16.74
workload-C,750000,1250000,320,Quorum,Full,23.17,50604.65,11.17,16.73
workload-C,750000,1500000,320,Quorum,Full,22.87,61931.92,11.68,17.23
workload-C,750000,1750000,320,Quorum,Full,22.6,72670.11,10.65,17.18
workload-C,750000,2000000,320,Quorum,Full,21.34,79652.32,11.07,16.31
workload-C,750000,2250000,320,Quorum,Full,21.83,87318.37,11.69,16.13
workload-C,750000,2500000,320,Quorum,Full,21.83,102568.86,10.97,16.03
workload-C,750000,2750000,320,Quorum,Full,22.6,115404.84,10.84,17.38
workload-C,750000,3000000,320,Quorum,Full,21.41,126021.65,10.63,16.76
workload-C,750000,3250000,320,Quorum,Full,22.93,127403.6,10.74,15.98
workload-C,750000,3500000,320,Quorum,Full,22.93,138620.82,10.68,16.99
workload-C,750000,3750000,320,Quorum,Full,21.39,153720.4,11.46,16.89
workload-C,750000,4000000,320,Quorum,Full,23.21,156182.68,11.18,16.42
workload-C,750000,4250000,320,Quorum,Full,21.27,169513.52,11.05,17.51
workload-C,750000,4500000,320,Quorum,Full,22.63,188619.63,11.22,17.5
workload-C,750000,4750000,320,Quorum,Full,22.7,192032.72,11.34,17.27
workload-C,750000,5000000,320,Quorum,Full,21.76,209974.93,11.31,16.88
workload-C,1000000,250000,32,Quorum,Full,295.28,778.39,11.91,16.66
workload-C,1000000,500000,32,Quorum,Full,307.62,1556.72,11.95,16.88
workload-C,1000000,750000,32,Quorum,Full,284.58,2267.13,11.89,17.68
workload-C,1000000,1000000,32,Quorum,Full,293.11,3047.56,11.74,16.65
workload-C,1000000,1250000,32,Quorum,Full,302.16,3607.59,11.13,16.49
workload-C,1000000,1500000,32,Quorum,Full,296.0,4458.62,11.39,17.78
workload-C,1000000,1750000,32,Quorum,Full,291.21,5301.13,11.4,17.17
workload-C,1000000,2000000,32,Quorum,Full,307.48,5804.69,10.91,17.92
workload-C,1000000,2250000,32,Quorum,Full,294.06,6967.59,11.82,16.69
workload-C,1000000,2500000,32,Quorum,Full,288.08,7810.03,10.98,17.75
workload-C,1000000,2750000,32,Quorum,Full,307.33,8384.47,11.4,16.51
workload-C,1000000,3000000,32,Quorum,Full,311.34,8640.22,11.22,16.94
workload-C,1000000,3250000,32,Quorum,Full,296.8,9645.34,11.09,16.58
workload-C,1000000,3500000,32,Quorum,Full,304.96,11028.98,11.56,17.5
workload-C,1000000,3750000,32,Quorum,Full,297.57,10812.62,11.55,17.2
workload-C,1000000,4000000,32,Quorum,Full,305.66,12194.71,11.82,17.56
workload-C,1000000,4250000,32,Quorum,Full,282.94,12875.85,11.89,16.43
workload-C,1000000,4500000,32,Quorum,Full,306.58,13463.31,11.9,17.37
workload-C,1000000,4750000,32,Quorum,Full,288.7,14933.61,11.45,17.22
workload-C,1000000,5000000,32,Quorum,Full,282.64,15042.61,11.81,16.3
workload-C,1000000,250000,64,Quorum,Full,150.87,1486.97,11.48,17.81
workload-C,1000000,500000,64,Quorum,Full,149.98,3068.77,11.32,17.6
workload-C,1000000,750000,64,Quorum,Full,144.92,4665.46,11.54,17.23
workload-C,1000000,1000000,64,Quorum,Full,148.98,6354.68,11.46,16.57
workload-C,1000000,1250000,64,Quorum,Full,151.24,7658.33,11.85,16.32
workload-C,1000000,1500000,64,Quorum,Full,154.86,9403.86,11.89,17.46
workload-C,1000000,1750000,64,Quorum,Full,150.58,10475.14,11.15,17.95
workload-C,1000000,2000000,64,Quorum,Full,153.3,12417.68,11.02,16.42
workload-C,1000000,2250000,64,Quorum,Full,150.25,14277.89,10.84,16.89
workload-C,1000000,2500000,64,Quorum,Full,143.25,15227.46,11.14,17.7
workload-C,1000000,2750000,64,Quorum,Full,142.52,16392.53,11.19,16.32
workload-C,1000000,3000000,64,Quorum,Full,155.62,17798.39,11.78,17.46
workload-C,1000000,3250000,64,Quorum,Full,153.36,19891.53,11.15,16.76
workload-C,1000000,3500000,64,Quorum,Full,151.9,20588.26,11.26,16.59
workload-C,1000000,3750000,64,Quorum,Full,146.31,23275.91,11.82,16.27
workload-C,1000000,4000000,64,Quorum,Full,145.84,24271.17,11.89,17.75
workload-C,1000000,4250000,64,Quorum,Full,142.79,25886.59,11.11,16.64
workload-C,1000000,4500000,64,Quorum,Full,154.86,28606.02,11.19,17.51
workload-C,1000000,4750000,64,Quorum,Full,148.88,28470.8,11.65,17.92
workload-C,1000000,5000000,64,Quorum,Full,146.86,31664.05,11.7,16.63
workload-C,1000000,250000,160,Quorum,Full,56.79,3755.98,11.93,17.67
workload-C,1000000,500000,160,Quorum,Full,60.82,7352.7,11.85,16.93
workload-C,1000000,750000,160,Quorum,Full,61.81,11229.71,11.05,17.94
workload-C,1000000,1000000,160,Quorum,Full,60.37,15894.27,11.05,17.45
workload-C,1000000,1250000,160,Quorum,Full,59.49,18449.56,10.85,16.7
workload-C,1000000,1500000,160,Quorum,Full,56.99,22112.46,11.73,17.8
workload-C,1000000,1750000,160,Quorum,Full,56.77,26086.34,11.22,17.53
workload-C,1000000,2000000,160,Quorum,Full,58.43,28979.16,10.99,17.82
workload-C,1000000,2250000,160,Quorum,Full,59.07,35348.27,11.94,16.99
workload-C,1000000,2500000,160,Quorum,Full,61.97,36954.7,11.3,16.98
workload-C,1000000,2750000,160,Quorum,Full,57.54,41824.78,10.93,17.81
workload-C,1000000,3000000,160,Quorum,Full,59.52,43636.94,11.79,17.94
workload-C,1000000,3250000,160,Quorum,Full,57.57,47240.62,11.58,17.73
workload-C,1000000,3500000,160,Quorum,Full,59.63,52645.55,11.56,16.4
workload-C,1000000,3750000,160,Quorum,Full,62.04,54744.8,11.8,17.61
workload-C,1000000,4000000,160,Quorum,Full,62.16,61995.78,11.49,17.86
workload-C,1000000,4250000,160,Quorum,Full,62.0,62964.22,11.64,16.5
workload-C,1000000,4500000,160,Quorum,Full,61.75,64872.58,10.88,16.38
workload-C,1000000,4750000,160,Quorum,Full,57.82,70293.65,11.8,17.33
workload-C,1000000,5000000,160,Quorum,Full,58.35,76947.42,11.81,16.29
workload-C,1000000,250000,320,Quorum,Full,30.74,7560.75,11.53,17.05
workload-C,1000000,500000,320,Quorum,Full,30.72,15774.33,11.48,16.32
workload-C,1000000,750000,320,Quorum,Full,29.66,22460.44,11.68,16.98
workload-C,1000000,1000000,320,Quorum,Full,30.9,29405.13,11.32,16.53
workload-C,1000000,1250000,320,Quorum,Full,28.39,39655.79,11.71,16.46
workload-C,1000000,1500000,320,Quorum,Full,31.07,47565.54,11.2,17.14
workload-C,1000000,1750000,320,Quorum,Full,29.53,54634.65,11.56,17.59
workload-C,1000000,2000000,320,Quorum,Full,30.82,59688.77,11.91,16.69
workload-C,1000000,2250000,320,Quorum,Full,30.63,71049.77,11.73,16.27
workload-C,1000000,2500000,320,Quorum,Full,29.18,74983.83,11.44,17.15
workload-C,1000000,2750000,320,Quorum,Full,30.39,81461.86,11.29,16.54
workload-C,1000000,3000000,320,Quorum,Full,29.41,90431.85,11.5,17.73
workload-C,1000000,3250000,320,Quorum,Full,31.14,97739.63,11.67,17.58
workload-C,1000000,3500000,320,Quorum,Full,29.87,106614.66,10.83,17.75
workload-C,1000000,3750000,320,Quorum,Full,29.26,111350.74,11.09,16.57
workload-C,1000000,4000000,320,Quorum,Full,30.76,122171.93,11.9,16.75
workload-C,1000000,4250000,320,Quorum,Full,28.87,128753.6,11.86,17.91
workload-C,1000000,4500000,320,Quorum,Full,29.38,139281.74,11.74,17.14
workload-C,1000000,4750000,320,Quorum,Full,30.1,148926.17,11.05,17.14
workload-C,1000000,5000000,320,Quorum,Full,29.3,144406.45,11.89,17.16
workload-C,1250000,250000,32,Quorum,Full,380.97,610.49,11.88,17.93
workload-C,1250000,500000,32,Quorum,Full,363.15,1223.49,11.41,16.57
workload-C,1250000,750000,32,Quorum,Full,378.04,1779.9,11.82,18.24
workload-C,1250000,1000000,32,Quorum,Full,388.29,2516.46,11.09,17.73
workload-C,1250000,1250000,32,Quorum,Full,362.71,2945.98,11.89,17.79
workload-C,1250000,1500000,32,Quorum,Full,376.45,3522.4,11.83,16.94
workload-C,1250000,1750000,32,Quorum,Full,361.43,4430.1,12.09,17.33
workload-C,1250000,2000000,32,Quorum,Full,381.27,4808.39,11.46,17.12
workload-C,1250000,2250000,32,Quorum,Full,364.76,5433.11,11.86,18.02
workload-C,1250000,2500000,32,Quorum,Full,362.5,6047.53,11.49,16.6
workload-C,1250000,2750000,32,Quorum,Full,370.96,6655.57,12.03,17.93
workload-C,1250000,3000000,32,Quorum,Full,371.77,7551.21,11.45,16.85
workload-C,1250000,3250000,32,Quorum,Full,367.43,7959.49,11.51,18.02
workload-C,1250000,3500000,32,Quorum,Full,353.73,8586.87,11.63,17.84
workload-C,1250000,3750000,32,Quorum,Full,383.06,8787.63,11.55,17.98
workload-C,1250000,4000000,32,Quorum,Full,363.58,9858.34,11.23,17.86
workload-C,1250000,4250000,32,Quorum,Full,353.58,10087.22,11.57,16.6
workload-C,1250000,4500000,32,Quorum,Full,353.0,11089.97,11.35,18.19
workload-C,1250000,4750000,32,Quorum,Full,371.75,11164.59,11.17,18.01
workload-C,1250000,5000000,32,Quorum,Full,362.14,11919.72,11.8,18.23
workload-C,1250000,250000,64,Quorum,Full,192.18,1167.28,11.46,16.83
workload-C,1250000,500000,64,Quorum,Full,180.05,2339.54,11.84,17.58
workload-C,1250000,750000,64,Quorum,Full,184.47,3716.43,11.76,18.22
workload-C,1250000,1000000,64,Quorum,Full,192.78,4676.4,11.84,17.81
workload-C,1250000,1250000,64,Quorum,Full,181.65,6121.76,12.0,18.24
workload-C,1250000,1500000,64,Quorum,Full,188.49,7169.63,11.89,17.82
workload-C,1250000,1750000,64,Quorum,Full,179.56,8475.29,11.73,16.84
workload-C,1250000,2000000,64,Quorum,Full,177.62,9468.27,11.26,17.56
workload-C,1250000,2250000,64,Quorum,Full,180.11,10717.39,11.08,17.07
workload-C,1250000,2500000,64,Quorum,Full,187.06,12095.5,11.01,17.87
workload-C,1250000,2750000,64,Quorum,Full,180.64,13747.98,11.03,17.06
workload-C,1250000,3000000,64,Quorum,Full,179.62,14480.78,11.95,17.66
workload-C,1250000,3250000,64,Quorum,Full,177.5,16157.88,12.12,17.47
workload-C,1250000,3500000,64,Quorum,Full,192.98,17338.23,11.52,17.95
workload-C,1250000,3750000,64,Quorum,Full,187.0,17471.57,11.39,17.83
workload-C,1250000,4000000,64,Quorum,Full,189.66,18465.84,11.2,16.65
workload-C,1250000,4250000,64,Quorum,Full,180.98,21421.36,11.79,17.1
workload-C,1250000,4500000,64,Quorum,Full,191.85,22844.34,11.76,16.78
workload-C,1250000,4750000,64,Quorum,Full,189.34,22837.38,11.62,17.5
workload-C,1250000,5000000,64,Quorum,Full,187.54,24904.82,11.18,16.85
workload-C,1250000,250000,160,Quorum,Full,74.57,2993.57,11.22,16.71
workload-C,1250000,500000,160,Quorum,Full,70.9,6220.49,11.33,17.24
workload-C,1250000,750000,160,Quorum,Full,72.99,9185.07,11.04,17.35
workload-C,1250000,1000000,160,Quorum,Full,71.76,12350.24,11.91,17.27
workload-C,1250000,1250000,160,Quorum,Full,70.81,15192.82,11.94,17.99
workload-C,1250000,1500000,160,Quorum,Full,75.09,18933.77,11.84,16.73
workload-C,1250000,1750000,160,Quorum,Full,71.42,21172.99,11.58,17.77
workload-C,1250000,2000000,160,Quorum,Full,76.11,23303.51,11.01,18.04
workload-C,1250000,2250000,160,Quorum,Full,72.97,26477.49,11.34,17.85
workload-C,1250000,2500000,160,Quorum,Full,75.29,31441.82,11.56,17.34
workload-C,1250000,2750000,160,Quorum,Full,71.84,33272.33,11.45,17.44
workload-C,1250000,3000000,160,Quorum,Full,74.17,37653.58,11.47,17.53
workload-C,1250000,3250000,160,Quorum,Full,76.72,38498.71,11.82,17.1
workload-C,1250000,3500000,160,Quorum,Full,72.51,44363.48,11.82,17.31
workload-C,1250000,3750000,160,Quorum,Full,72.16,47047.79,11.79,16.79
workload-C,1250000,4000000,160,Quorum,Full,72.67,50148.66,11.92,16.54
workload-C,1250000,4250000,160,Quorum,Full,71.34,51054.29,11.03,17.37
workload-C,1250000,4500000,160,Quorum,Full,73.26,52279.54,11.78,17.78
workload-C,1250000,4750000,160,Quorum,Full,73.08,59091.42,11.92,17.31
workload-C,1250000,5000000,160,Quorum,Full,74.88,58029.79,12.04,17.68
workload-C,1250000,250000,320,Quorum,Full,38.24,6020.89,11.98,16.88
workload-C,1250000,500000,320,Quorum,Full,37.13,11597.42,11.46,16.71
workload-C,1250000,750000,320,Quorum,Full,37.89,18742.75,11.24,16.96
workload-C,1250000,1000000,320,Quorum,Full,36.13,25080.11,11.17,16.93
workload-C,1250000,1250000,320,Quorum,Full,36.0,30975.55,11.61,17.89
workload-C,1250000,1500000,320,Quorum,Full,35.85,36001.84,11.35,16.83
workload-C,1250000,1750000,320,Quorum,Full,38.74,43678.89,12.1,16.92
workload-C,1250000,2000000,320,Quorum,Full,35.47,46598.06,11.14,18.09
workload-C,1250000,2250000,320,Quorum,Full,38.81,52733.19,11.33,16.92
workload-C,1250000,2500000,320,Quorum,Full,37.02,61086.99,11.44,17.82
workload-C,1250000,2750000,320,Quorum,Full,37.58,66169.43,11.23,17.86
workload-C,1250000,3000000,320,Quorum,Full,38.5,75126.48,11.11,17.71
workload-C,1250000,3250000,320,Quorum,Full,35.32,79821.31,11.84,17.97
workload-C,1250000,3500000,320,Quorum,Full,38.7,87963.82,11.06,17.86
workload-C,1250000,3750000,320,Quorum,Full,36.17,88346.17,11.8,17.44
workload-C,1250000,4000000,320,Quorum,Full,35.91,97558.27,12.03,18.2
workload-C,1250000,4250000,320,Quorum,Full,38.75,102643.49,11.21,18.13
workload-C,1250000,4500000,320,Quorum,Full,38.82,107820.27,11.61,17.91
workload-C,1250000,4750000,320,Quorum,Full,37.67,120195.66,11.2,17.97
workload-C,1250000,5000000,320,Quorum,Full,35.76,125977.44,12.01,17.44
workload-C,1500000,250000,32,Quorum,Full,439.7,529.12,11.29,17.84
workload-C,1500000,500000,32,Quorum,Full,441.94,1030.7,11.16,17.16
workload-C,1500000,750000,32,Quorum,Full,432.67,1530.67,11.62,17.81
workload-C,1500000,1000000,32,Quorum,Full,449.67,2105.35,11.58,18.04
workload-C,1500000,1250000,32,Quorum,Full,453.06,2569.28,11.9,16.78
workload-C,1500000,1500000,32,Quorum,Full,461.88,3009.6,12.31,17.79
workload-C,1500000,1750000,32,Quorum,Full,432.62,3486.0,12.07,17.2
workload-C,1500000,2000000,32,Quorum,Full,466.78,4177.42,11.36,17.34
workload-C,1500000,2250000,32,Quorum,Full,430.39,4653.53,11.2,17.35
workload-C,1500000,2500000,32,Quorum,Full,461.66,4953.5,11.37,18.27
workload-C,1500000,2750000,32,Quorum,Full,442.68,5647.17,11.84,17.44
workload-C,1500000,3000000,32,Quorum,Full,429.07,6236.97,12.13,18.2
workload-C,1500000,3250000,32,Quorum,Full,455.75,6294.47,11.39,17.55
workload-C,1500000,3500000,32,Quorum,Full,460.58,7024.33,11.7,18.47
workload-C,1500000,3750000,32,Quorum,Full,461.01,7701.27,11.36,16.82
workload-C,1500000,4000000,32,Quorum,Full,454.09,8466.71,11.77,16.97
workload-C,1500000,4250000,32,Quorum,Full,441.4,8936.08,11.2,17.82
workload-C,1500000,4500000,32,Quorum,Full,441.62,8886.05,11.65,17.64
workload-C,1500000,4750000,32,Quorum,Full,461.57,10035.08,11.36,17.3
workload-C,1500000,5000000,32,Quorum,Full,460.39,10532.65,11.16,17.51
workload-C,1500000,250000,64,Quorum,Full,222.98,1012.3,11.28,17.9
workload-C,1500000,500000,64,Quorum,Full,219.38,1962.89,12.23,16.84
workload-C,1500000,750000,64,Quorum,Full,219.41,3071.76,11.79,17.08
workload-C,1500000,1000000,64,Quorum,Full,223.15,3975.14,11.34,17.66
workload-C,1500000,1250000,64,Quorum,Full,230.78,5130.79,11.73,18.26
workload-C,1500000,1500000,64,Quorum,Full,222.84,5954.23,11.41,17.56
workload-C,1500000,1750000,64,Quorum,Full,214.69,7292.0,12.03,18.37
workload-C,1500000,2000000,64,Quorum,Full,231.35,8301.93,11.66,17.65
workload-C,1500000,2250000,64,Quorum,Full,226.69,9122.03,11.69,18.32
workload-C,1500000,2500000,64,Quorum,Full,217.85,10583.46,11.29,17.47
workload-C,1500000,2750000,64,Quorum,Full,227.54,11462.97,11.6,17.61
workload-C,1500000,3000000,64,Quorum,Full,231.01,11846.39,11.56,18.17
workload-C,1500000,3250000,64,Quorum,Full,224.12,13143.78,11.39,17.5
workload-C,1500000,3500000,64,Quorum,Full,214.28,14695.78,11.76,18.21
workload-C,1500000,3750000,64,Quorum,Full,216.84,14895.3,12.07,17.17
workload-C,1500000,4000000,64,Quorum,Full,220.5,16198.93,12.12,17.54
workload-C,1500000,4250000,64,Quorum,Full,228.69,17852.33,11.85,18.47
workload-C,1500000,4500000,64,Quorum,Full,221.52,18527.95,12.08,17.98
workload-C,1500000,4750000,64,Quorum,Full,231.24,20051.17,12.26,17.28
workload-C,1500000,5000000,64,Quorum,Full,227.74,19868.85,12.22,18.22
workload-C,1500000,250000,160,Quorum,Full,93.27,2631.8,11.32,18.35
workload-C,1500000,500000,160,Quorum,Full,91.65,4884.87,11.94,17.14
workload-C,1500000,750000,160,Quorum,Full,87.52,7723.7,12.25,17.06
workload-C,1500000,1000000,160,Quorum,Full,89.79,10053.98,11.96,17.7
workload-C,1500000,1250000,160,Quorum,Full,92.29,12485.7,11.57,17.48
workload-C,1500000,1500000,160,Quorum,Full,88.25,14425.98,12.0,18.47
workload-C,1500000,1750000,160,Quorum,Full,85.0,17532.98,11.54,17.41
workload-C,1500000,2000000,160,Quorum,Full,85.9,20686.65,11.78,16.73
workload-C,1500000,2250000,160,Quorum,Full,91.7,22427.26,11.28,17.32
workload-C,1500000,2500000,160,Quorum,Full,90.29,25822.0,11.41,17.03
workload-C,1500000,2750000,160,Quorum,Full,92.75,26932.19,11.88,17.59
workload-C,1500000,3000000,160,Quorum,Full,91.51,31384.27,12.14,17.72
workload-C,1500000,3250000,160,Quorum,Full,92.91,33761.29,12.14,18.0
workload-C,1500000,3500000,160,Quorum,Full,85.18,35374.29,11.73,18.43
workload-C,1500000,3750000,160,Quorum,Full,87.11,37967.4,12.11,17.22
workload-C,1500000,4000000,160,Quorum,Full,88.8,40567.16,11.45,16.95
workload-C,1500000,4250000,160,Quorum,Full,92.35,41794.21,12.14,17.95
workload-C,1500000,4500000,160,Quorum,Full,90.43,45265.05,12.17,18.14
workload-C,1500000,4750000,160,Quorum,Full,89.16,47047.67,12.13,18.38
workload-C,1500000,5000000,160,Quorum,Full,87.53,48713.73,11.76,17.37
workload-C,1500000,250000,320,Quorum,Full,43.12,5039.95,11.91,17.98
workload-C,1500000,500000,320,Quorum,Full,43.77,9605.09,11.34,17.38
workload-C,1500000,750000,320,Quorum,Full,44.07,15886.68,11.52,18.15
workload-C,1500000,1000000,320,Quorum,Full,45.9,20906.2,11.69,18.25
workload-C,1500000,1250000,320,Quorum,Full,42.56,24326.83,12.22,17.54
workload-C,1500000,1500000,320,Quorum,Full,44.24,31209.42,12.17,18.01
workload-C,1500000,1750000,320,Quorum,Full,43.23,34778.71,11.92,16.96
workload-C,1500000,2000000,320,Quorum,Full,46.66,41473.33,11.35,17.05
workload-C,1500000,2250000,320,Quorum,Full,43.7,44830.53,12.02,17.7
workload-C,1500000,2500000,320,Quorum,Full,45.5,51472.63,11.37,18.46
workload-C,1500000,2750000,320,Quorum,Full,42.47,57645.0,11.84,17.64
workload-C,1500000,3000000,320,Quorum,Full,44.99,60034.95,11.45,17.27
workload-C,1500000,3250000,320,Quorum,Full,45.76,65604.74,11.83,18.18
workload-C,1500000,3500000,320,Quorum,Full,42.82,70491.25,11.6,16.8
workload-C,1500000,3750000,320,Quorum,Full,45.96,78373.52,11.5,17.52
workload-C,1500000,4000000,320,Quorum,Full,46.49,84758.14,11.31,18.01
workload-C,1500000,4250000,320,Quorum,Full,43.75,83113.4,11.27,17.88
workload-C,1500000,4500000,320,Quorum,Full,43.09,92217.82,11.19,18.28
workload-C,1500000,4750000,320,Quorum,Full,46.74,96053.03,11.87,17.93
workload-C,1500000,5000000,320,Quorum,Full,45.44,103036.53,11.35,17.25
workload-C,1750000,250000,32,Quorum,Full,520.45,417.03,11.41,18.65
workload-C,1750000,500000,32,Quorum,Full,518.79,833.47,11.58,18.2
workload-C,1750000,750000,32,Quorum,Full,528.84,1354.47,12.09,18.29
workload-C,1750000,1000000,32,Quorum,Full,523.88,1812.02,11.99,17.79
workload-C,1750000,1250000,32,Quorum,Full,513.95,2080.06,11.81,18.19
workload-C,1750000,1500000,32,Quorum,Full,523.81,2532.18,12.38,18.64
workload-C,1750000,1750000,32,Quorum,Full,525.48,3023.49,12.37,16.97
workload-C,1750000,2000000,32,Quorum,Full,523.58,3550.45,11.8,17.41
workload-C,1750000,2250000,32,Quorum,Full,495.89,3744.52,12.34,17.44
workload-C,1750000,2500000,32,Quorum,Full,524.14,4275.0,12.39,17.13
workload-C,1750000,2750000,32,Quorum,Full,494.4,4630.61,11.72,17.53
workload-C,1750000,3000000,32,Quorum,Full,513.66,5114.38,11.83,17.34
workload-C,1750000,3250000,32,Quorum,Full,530.58,5810.43,12.06,18.04
workload-C,1750000,3500000,32,Quorum,Full,503.16,5809.08,11.33,18.14
workload-C,1750000,3750000,32,Quorum,Full,540.19,6252.5,11.28,18.37
workload-C,1750000,4000000,32,Quorum,Full,528.01,7103.29,12.11,18.54
workload-C,1750000,4250000,32,Quorum,Full,524.8,7045.77,12.34,18.23
workload-C,1750000,4500000,32,Quorum,Full,512.88,7818.66,11.34,17.43
workload-C,1750000,4750000,32,Quorum,Full,497.24,8310.16,11.92,17.59
workload-C,1750000,5000000,32,Quorum,Full,525.61,8902.63,11.84,17.91
workload-C,1750000,250000,64,Quorum,Full,250.93,846.14,12.41,18.37
workload-C,1750000,500000,64,Quorum,Full,261.61,1667.23,11.69,17.69
workload-C,1750000,750000,64,Quorum,Full,270.65,2704.35,11.92,17.6
workload-C,1750000,1000000,64,Quorum,Full,253.46,3396.31,11.79,17.89
workload-C,1750000,1250000,64,Quorum,Full,252.14,4438.02,12.06,17.76
workload-C,1750000,1500000,64,Quorum,Full,269.64,5008.32,11.8,17.05
workload-C,1750000,1750000,64,Quorum,Full,268.71,6267.62,12.01,18.1
workload-C,1750000,2000000,64,Quorum,Full,257.62,7243.53,11.42,17.41
workload-C,1750000,2250000,64,Quorum,Full,252.29,7958.83,12.21,17.91
workload-C,1750000,2500000,64,Quorum,Full,252.4,8658.21,11.59,17.23
workload-C,1750000,2750000,64,Quorum,Full,258.26,9943.25,12.08,18.5
workload-C,1750000,3000000,64,Quorum,Full,252.33,10778.14,11.45,17.89
workload-C,1750000,3250000,64,Quorum,Full,270.58,11168.41,12.43,17.65
workload-C,1750000,3500000,64,Quorum,Full,259.03,11690.16,12.37,18.2
workload-C,1750000,3750000,64,Quorum,Full,255.55,12469.43,11.38,18.41
workload-C,1750000,4000000,64,Quorum,Full,260.44,14373.6,11.48,16.95
workload-C,1750000,4250000,64,Quorum,Full,260.54,14933.93,12.18,18.54
workload-C,1750000,4500000,64,Quorum,Full,251.44,15469.69,11.28,18.64
workload-C,1750000,4750000,64,Quorum,Full,269.83,16604.39,11.73,17.95
workload-C,1750000,5000000,64,Quorum,Full,267.6,17014.76,11.36,18.53
workload-C,1750000,250000,160,Quorum,Full,103.88,2264.24,11.31,17.16
workload-C,1750000,500000,160,Quorum,Full,100.78,4394.6,12.13,17.45
workload-C,1750000,750000,160,Quorum,Full,104.87,6498.27,11.41,17.23
workload-C,1750000,1000000,160,Quorum,Full,105.93,8486.42,11.38,17.43
workload-C,1750000,1250000,160,Quorum,Full,105.98,10772.84,11.41,17.11
workload-C,1750000,1500000,160,Quorum,Full,98.95,13248.11,11.94,18.36
workload-C,1750000,1750000,160,Quorum,Full,100.62,15755.75,11.89,18.55
workload-C,1750000,2000000,160,Quorum,Full,104.41,16514.1,11.75,17.55
workload-C,1750000,2250000,160,Quorum,Full,105.5,20305.6,11.44,17.73
workload-C,1750000,2500000,160,Quorum,Full,105.82,21681.82,11.7,18.58
workload-C,1750000,2750000,160,Quorum,Full,100.93,24858.59,12.09,17.65
workload-C,1750000,3000000,160,Quorum,Full,103.69,27131.55,11.81,18.07
workload-C,1750000,3250000,160,Quorum,Full,105.75,27375.48,12.09,17.63
workload-C,1750000,3500000,160,Quorum,Full,107.57,30815.09,12.34,16.94
workload-C,1750000,3750000,160,Quorum,Full,109.05,33942.49,12.3,17.75
workload-C,1750000,4000000,160,Quorum,Full,102.49,34454.4,11.89,18.19
workload-C,1750000,4250000,160,Quorum,Full,107.28,38150.91,11.59,18.26
workload-C,1750000,4500000,160,Quorum,Full,101.6,39123.52,12.4,17.29
workload-C,1750000,4750000,160,Quorum,Full,106.87,40917.9,11.74,18.43
workload-C,1750000,5000000,160,Quorum,Full,103.4,41718.99,11.31,17.03
workload-C,1750000,250000,320,Quorum,Full,50.06,4513.59,12.27,17.28
workload-C,1750000,500000,320,Quorum,Full,51.72,8739.06,11.46,18.06
workload-C,1750000,750000,320,Quorum,Full,49.78,13519.37,12.37,18.43
workload-C,1750000,1000000,320,Quorum,Full,50.84,16841.52,11.83,17.88
workload-C,1750000,1250000,320,Quorum,Full,51.61,22501.86,12.17,17.85
workload-C,1750000,1500000,320,Quorum,Full,52.65,26660.14,12.16,17.24
workload-C,1750000,1750000,320,Quorum,Full,51.1,30906.37,12.35,17.54
workload-C,1750000,2000000,320,Quorum,Full,54.31,34515.81,12.14,18.18
workload-C,1750000,2250000,320,Quorum,Full,50.96,38079.23,11.62,18.1
workload-C,1750000,2500000,320,Quorum,Full,54.14,44218.69,12.03,18.06
workload-C,1750000,2750000,320,Quorum,Full,49.89,47117.56,11.93,17.05
workload-C,1750000,3000000,320,Quorum,Full,51.8,50704.86,12.22,17.35
workload-C,1750000,3250000,320,Quorum,Full,53.53,57396.52,11.79,18.24
workload-C,1750000,3500000,320,Quorum,Full,54.13,57794.77,12.05,17.18
workload-C,1750000,3750000,320,Quorum,Full,53.92,64719.09,12.35,17.35
workload-C,1750000,4000000,320,Quorum,Full,52.6,68349.84,11.84,17.57
workload-C,1750000,4250000,320,Quorum,Full,51.08,71466.41,12.28,18.54
workload-C,1750000,4500000,320,Quorum,Full,50.08,76581.19,11.52,17.47
workload-C,1750000,4750000,320,Quorum,Full,51.63,80177.16,11.83,17.34
